user_id,signup_date,cohort_month,last_activity_date,days_since_signup,days_since_last_activity,sessions_7d,sessions_30d,onboarding_completed,first_purchase_done,purchase_count_90d,gmv_90d_rub,aov_rub,refund_rate_90d,promo_share_90d,price_sensitivity,category_affinity_top,loyalty_level,has_subscription,preferred_channel,push_opt_in,email_opt_in,sms_opt_in,push_open_rate_90d,email_open_rate_90d,click_rate_90d,send_time_pref,device,city_tier,support_tickets_90d,nps_last,churn_risk,ltv_proxy,push_sent_30d,email_sent_30d,inapp_shown_30d,channel_fatigue_score,last_campaign_type,days_since_last_campaign,crm_conversions_90d,true_value_tier,true_lifecycle_stage,true_price_segment,true_segment_label,true_recommended_channel,true_next_goal,product_views_7d,product_views_30d,add_to_cart_30d,wishlist_items,last_view_category,days_since_last_cart_add,abandoned_cart_flag,cart_value_rub,true_trigger_event,true_nba_action
u001064,2025-03-05,2025-03,2025-10-23,303,71,0,2,0,1,0,0,2941,0.109,0.115,0.213,Путешествия,Silver,0,email,1,0,0,0.068,0.022,0.0,ночь,Android,1,1,3,1.0,0,6,2,5,0.611,промо,12,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,0,0,0,Путешествия,,0,0,none,apology_help
u001065,2025-05-24,2025-05,2025-12-09,223,24,0,4,1,0,0,0,1700,0.102,0.197,0.326,Финансы,Platinum,0,push,1,1,0,0.278,0.209,0.008,утро,Android,3,0,7,0.81,0,7,0,3,0.402,upsell,6,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,3,32,1,0,Электроника,33.0,1,508,abandoned_cart,cart_recovery
u001066,2025-06-03,2025-06,2025-11-25,213,38,3,0,1,0,0,0,914,0.236,0.25,0.365,Продукты,,0,email,1,0,1,0.034,0.016,0.0,вечер,iOS,1,0,9,0.997,0,4,2,6,0.61,реактивация,45,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,7,0,0,0,Продукты,,1,300,abandoned_cart,cart_recovery
u001067,2025-05-26,2025-05,2025-10-14,221,80,0,5,1,1,1,2854,2554,0.024,0.571,0.652,Детские,,0,email,1,0,1,0.0,0.019,0.025,день,iOS,2,2,9,1.0,2854,5,4,0,0.572,реактивация,12,0,High,Dormant,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,0,1,0,Детские,3.0,0,2028,none,apology_help
u001068,2025-08-14,2025-08,2025-11-13,141,50,0,4,0,0,0,0,2239,0.085,0.484,0.607,Детские,Silver,1,email,1,0,0,0.036,0.0,0.067,день,Web,2,0,5,1.0,0,6,4,2,0.616,реактивация,15,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,6,39,0,3,Детские,,0,0,none,winback
u001069,2025-11-06,2025-11,2025-12-26,57,7,3,2,0,0,0,0,2140,0.02,0.046,0.068,Авто,,0,push,1,1,0,0.24,0.157,0.009,утро,Web,2,0,7,0.703,0,2,6,4,0.471,реактивация,7,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,9,16,0,0,Авто,,0,0,browse_no_cart,content_reco
u001070,2025-04-15,2025-04,2025-10-16,262,78,0,6,1,0,0,0,1090,0.196,0.204,0.337,Детские,Silver,0,push,0,1,0,0.0,0.0,0.04,вечер,Android,3,0,4,1.0,0,10,1,6,0.713,сервис/поддержка,7,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,18,0,0,Детские,,1,300,abandoned_cart,cart_recovery
u001071,2025-04-15,2025-04,2025-12-13,262,20,0,5,1,0,0,0,2761,0.181,0.485,0.668,Красота,Silver,0,inapp,1,1,0,0.231,0.126,0.146,день,Android,2,2,8,0.759,0,4,2,1,0.404,промо,22,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,25,2,0,Продукты,10.0,1,4006,abandoned_cart,cart_recovery
u001072,2025-02-09,2025-02,2025-11-21,327,42,0,6,1,0,0,0,1878,0.042,0.367,0.426,Финансы,Gold,1,email,1,0,0,0.0,0.018,0.017,утро,iOS,1,0,8,0.925,0,10,4,3,0.706,промо,38,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Финансы,,0,0,none,winback
u001073,2025-07-18,2025-07,2025-12-27,168,6,4,6,0,0,0,0,1817,0.198,0.199,0.432,Электроника,Silver,1,push,1,0,0,0.389,0.035,0.072,вечер,Web,2,2,5,0.625,0,10,2,5,0.544,удержание,12,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,19,47,0,1,Электроника,,0,0,browse_no_cart,apology_help
u001074,2025-05-15,2025-05,2025-12-16,232,17,0,9,1,0,0,0,1000,0.142,0.163,0.163,Продукты,,0,inapp,1,0,1,0.485,0.013,0.123,ночь,Android,2,0,7,0.664,0,2,6,1,0.381,удержание,44,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,37,1,0,Продукты,5.0,1,382,abandoned_cart,cart_recovery
u001075,2025-03-09,2025-03,2025-09-03,299,121,0,6,1,0,0,0,1020,0.053,0.623,0.824,Детские,,0,push,0,1,0,0.007,0.009,0.056,утро,Android,3,0,3,1.0,0,5,6,5,0.69,активация,20,0,High,Dormant,Promo_Hunter,Service_Recovery,email,сервис/поддержка,0,7,0,0,Спорт,,0,0,none,apology_help
u001076,2025-06-29,2025-06,2025-12-29,187,4,3,4,1,0,0,0,19048,0.116,0.375,0.367,Продукты,Silver,0,inapp,1,1,1,0.276,0.252,0.076,день,Android,1,1,5,0.643,0,7,5,5,0.502,сервис/поддержка,2,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,17,22,0,0,Продукты,,1,9547,abandoned_cart,cart_recovery
u001077,2025-02-12,2025-02,2025-09-02,324,122,0,5,1,1,1,1097,1060,0.12,0.555,0.63,Продукты,Silver,0,push,1,1,0,0.086,0.0,0.002,утро,Android,2,0,7,1.0,1097,3,5,6,0.629,сервис/поддержка,6,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,38,2,1,Продукты,13.0,0,845,none,winback
u001078,2025-01-16,2025-01,2025-10-22,351,72,3,3,1,0,0,0,627,0.031,0.294,0.423,Электроника,,0,email,1,1,0,0.149,0.023,0.021,день,iOS,1,0,5,1.0,0,9,3,10,0.728,промо,23,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Красота,,0,0,none,winback
u001079,2025-04-22,2025-04,2025-11-08,255,55,0,1,1,0,0,0,1616,0.05,0.159,0.29,Электроника,Silver,0,push,1,0,0,0.067,0.013,0.0,вечер,Android,2,0,6,1.0,0,2,7,4,0.615,удержание,20,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,1,0,0,0,Электроника,,0,0,none,winback
u001080,2025-06-07,2025-06,2025-12-15,209,18,4,1,1,0,0,0,1799,0.044,0.139,0.208,Электроника,,0,inapp,1,1,1,0.076,0.0,0.021,вечер,Android,2,0,7,0.812,0,7,4,5,0.666,upsell,0,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,12,12,0,0,Путешествия,,0,0,browse_no_cart,winback
u001081,2025-10-17,2025-10,2025-11-11,77,52,2,0,0,0,0,0,1207,0.096,0.159,0.373,Путешествия,,0,push,1,1,0,0.17,0.0,0.0,утро,iOS,1,1,7,1.0,0,9,1,4,0.595,активация,18,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,17,0,0,0,Путешествия,,1,477,abandoned_cart,cart_recovery
u001082,2025-08-20,2025-08,2025-12-16,135,17,0,7,1,1,0,0,1272,0.053,0.107,0.172,Детские,Silver,0,push,0,0,1,0.0,0.031,0.021,день,Android,1,0,6,0.699,0,4,2,4,0.584,активация,34,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,0,27,1,0,Детские,15.0,0,1371,none,content_reco
u001083,2025-06-07,2025-06,2025-12-27,209,6,3,6,1,0,0,0,1872,0.117,0.606,0.873,Электроника,Silver,0,push,1,1,0,0.357,0.259,0.079,вечер,iOS,2,1,5,0.625,0,7,4,3,0.417,промо,16,0,High,Active_NonBuyer,Promo_Hunter,Promo_Driven,push,промо,20,33,2,0,Электроника,4.0,0,1394,none,promo_offer
u001084,2025-02-08,2025-02,2025-11-06,328,57,0,1,0,1,0,0,2442,0.115,0.252,0.284,Дом,,0,push,1,0,1,0.163,0.026,0.041,утро,iOS,3,0,4,1.0,0,7,4,1,0.554,реактивация,64,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,0,0,0,Дом,,1,691,abandoned_cart,cart_recovery
u001085,2025-04-08,2025-04,2025-12-19,269,14,0,6,0,0,0,0,925,0.023,0.394,0.568,Красота,Silver,0,push,1,0,0,0.148,0.016,0.066,утро,iOS,2,0,5,0.692,0,3,2,4,0.514,промо,36,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,0,27,0,1,Красота,,1,472,abandoned_cart,cart_recovery
u001086,2025-10-17,2025-10,2025-12-26,77,7,1,5,0,0,0,0,1607,0.039,0.382,0.361,Электроника,,0,push,0,1,0,0.004,0.238,0.026,утро,iOS,2,0,8,0.651,0,6,0,5,0.517,удержание,15,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,8,43,0,0,Электроника,,0,0,browse_no_cart,content_reco
u001087,2025-09-12,2025-09,2025-12-09,112,24,0,2,1,1,0,0,1996,0.014,0.65,0.644,Авто,Gold,1,push,1,1,1,0.09,0.242,0.036,утро,Android,3,1,4,0.845,0,2,1,1,0.364,удержание,23,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,15,0,0,Авто,,0,0,none,apology_help
u001088,2025-07-16,2025-07,2025-12-26,170,7,2,2,0,0,0,0,1752,0.05,0.27,0.129,Спорт,Silver,1,email,0,1,1,0.015,0.238,0.033,утро,Android,2,1,8,0.703,0,6,3,9,0.629,активация,17,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,13,18,0,0,Спорт,,0,0,browse_no_cart,content_reco
u001089,2025-03-28,2025-03,2025-12-30,280,3,3,5,1,0,0,0,1370,0.073,0.648,0.801,Дом,Silver,0,email,1,1,0,0.362,0.233,0.114,утро,Android,2,2,7,0.617,0,4,5,3,0.392,upsell,18,0,High,Active_NonBuyer,Promo_Hunter,Service_Recovery,email,сервис/поддержка,20,57,1,0,Дом,7.0,1,905,abandoned_cart,cart_recovery
u001090,2025-11-19,2025-11,2025-12-19,44,14,0,6,1,0,0,0,1137,0.077,0.211,0.377,Дом,,0,push,1,0,1,0.282,0.03,0.048,день,Android,2,1,7,0.692,0,7,3,9,0.622,удержание,9,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,31,0,0,Финансы,,0,0,none,content_reco
u001091,2025-01-11,2025-01,2025-12-15,356,18,0,5,0,1,1,5205,5174,0.03,0.147,0.106,Дом,Silver,0,push,1,1,0,0.144,0.178,0.024,день,iOS,1,1,7,0.562,5205,4,1,2,0.418,промо,21,0,High,Active_NonBuyer,Not_Price_Sensitive,Retention,push,удержание,0,35,3,0,Дом,9.0,1,4777,abandoned_cart,cart_recovery
u001092,2025-01-06,2025-01,2025-11-26,361,37,1,3,0,0,0,0,553,0.012,0.339,0.34,Детские,Silver,0,push,1,0,1,0.158,0.007,0.029,день,iOS,3,0,4,0.936,0,7,0,2,0.514,активация,48,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,9,4,0,0,Детские,,0,0,browse_no_cart,apology_help
u001093,2025-05-04,2025-05,2025-12-05,243,28,1,4,0,0,0,0,3512,0.042,0.195,0.157,Продукты,,0,inapp,1,0,1,0.192,0.034,0.063,день,Android,2,1,7,0.843,0,3,3,3,0.49,реактивация,8,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,28,0,0,Продукты,,1,1902,abandoned_cart,cart_recovery
u001094,2025-11-27,2025-11,2025-09-05,36,119,2,1,1,0,0,0,1066,0.142,0.451,0.507,Авто,,0,push,1,1,0,0.053,0.045,0.007,день,Android,1,1,3,1.0,0,4,1,3,0.524,активация,16,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,11,0,0,0,Авто,,0,0,browse_no_cart,apology_help
u001095,2025-12-20,2025-12,2025-10-08,13,86,0,0,1,1,1,2366,2281,0.049,0.479,0.528,Детские,Platinum,1,sms,1,1,0,0.044,0.133,0.0,вечер,Android,3,0,3,1.0,2993,6,6,2,0.593,промо,16,0,High,Dormant,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,0,0,4,0,Детские,32.0,0,1417,none,apology_help
u001096,2025-04-29,2025-04,2025-12-27,248,6,4,5,1,0,0,0,2086,0.073,0.623,0.763,Электроника,,0,push,0,1,0,0.01,0.365,0.047,ночь,iOS,3,1,6,0.642,0,6,4,7,0.563,удержание,5,0,High,Active_NonBuyer,Promo_Hunter,Promo_Driven,email,промо,18,20,0,0,Красота,,0,0,browse_no_cart,promo_offer
u001097,2025-10-22,2025-10,2025-12-25,72,8,0,2,1,1,2,2017,1128,0.055,0.014,0.151,Спорт,Platinum,1,email,1,0,1,0.076,0.018,0.045,вечер,Android,3,0,10,0.532,2552,5,3,3,0.576,промо,27,0,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,push,upsell,0,21,1,0,Спорт,6.0,0,1048,none,personalized_upsell
u001098,2025-06-09,2025-06,2025-11-27,207,36,2,7,1,0,0,0,1798,0.048,0.177,0.438,Красота,,1,email,1,1,1,0.075,0.302,0.047,день,Web,2,1,5,0.857,0,8,2,2,0.479,реактивация,1,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,26,3,0,Красота,3.0,1,2728,abandoned_cart,cart_recovery
u001099,2025-10-31,2025-10,2025-11-13,63,50,3,8,1,0,0,0,1606,0.046,0.186,0.206,Продукты,Silver,0,push,1,0,0,0.25,0.025,0.011,вечер,Android,2,0,7,0.957,0,6,3,0,0.47,upsell,13,1,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Продукты,,0,0,none,winback
u001100,2025-08-17,2025-08,2025-12-25,138,8,0,2,1,0,0,0,2029,0.17,0.289,0.369,Одежда,,1,email,1,0,0,0.227,0.007,0.079,вечер,Android,3,0,7,0.712,0,9,3,4,0.603,промо,32,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,21,0,0,Одежда,,0,0,none,content_reco
u001101,2026-01-01,2026-01,2025-12-29,1,4,3,5,0,0,0,0,4044,0.037,0.128,0.21,Одежда,,0,email,1,1,0,0.263,0.325,0.034,вечер,Android,3,1,6,0.626,0,3,6,8,0.478,удержание,10,1,High,New_Unactivated,Not_Price_Sensitive,Activation,inapp,активация,16,41,0,0,Одежда,,0,0,browse_no_cart,onboarding_nudge
u001102,2025-08-05,2025-08,2025-12-06,150,27,0,2,0,0,0,0,4370,0.125,0.442,0.479,Электроника,,0,email,1,1,1,0.0,0.313,0.037,утро,Android,1,0,3,0.87,0,2,5,4,0.488,реактивация,21,1,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,1,11,1,1,Электроника,6.0,1,1344,abandoned_cart,cart_recovery
u001103,2025-07-04,2025-07,2025-12-30,182,3,4,4,0,0,0,0,1310,0.226,0.644,0.76,Красота,Silver,1,push,0,1,1,0.023,0.198,0.097,день,Android,3,0,6,0.635,0,4,2,5,0.525,удержание,8,0,High,Active_NonBuyer,Promo_Hunter,Promo_Driven,email,промо,18,31,1,0,Красота,19.0,0,1413,none,promo_offer
u001104,2025-01-16,2025-01,2025-11-30,351,33,2,6,0,0,0,0,2417,0.047,0.274,0.433,Детские,,0,push,0,0,0,0.018,0.043,0.029,утро,iOS,1,0,10,0.85,0,4,2,4,0.572,реактивация,4,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,inapp,реактивация,9,0,1,0,Красота,7.0,1,718,abandoned_cart,cart_recovery
u001105,2025-06-07,2025-06,2025-12-23,209,10,2,5,1,0,0,0,3499,0.161,0.531,0.484,Красота,,0,push,0,1,0,0.02,0.271,0.137,день,iOS,3,0,8,0.676,0,6,4,6,0.58,промо,23,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,email,активация,13,21,1,1,Красота,22.0,1,1171,abandoned_cart,cart_recovery
u001106,2025-05-17,2025-05,2025-12-09,230,24,0,2,1,0,0,0,1575,0.101,0.441,0.515,Одежда,Silver,1,inapp,0,1,0,0.0,0.09,0.038,день,iOS,3,1,2,0.845,0,8,2,3,0.611,сервис/поддержка,29,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,email,сервис/поддержка,5,11,0,0,Одежда,,1,386,abandoned_cart,cart_recovery
u001107,2025-09-19,2025-09,2025-11-29,105,34,2,3,1,0,0,0,2779,0.037,0.774,0.822,Финансы,Gold,0,email,0,1,1,0.001,0.066,0.004,вечер,iOS,2,1,8,0.911,0,8,6,4,0.703,активация,5,0,High,Active_NonBuyer,Promo_Hunter,Reactivation,email,реактивация,6,0,1,0,Финансы,3.0,0,2769,none,winback
u001108,2025-06-07,2025-06,2025-12-25,209,8,1,7,1,1,1,7409,7399,0.04,0.393,0.594,Финансы,Platinum,0,email,1,0,1,0.281,0.018,0.073,ночь,Android,2,0,6,0.444,8520,6,3,3,0.51,промо,5,0,VIP,First_Buyer,Price_Sensitive,Retention,push,удержание,0,36,4,0,Финансы,14.0,0,6781,none,content_reco
u001109,2025-02-17,2025-02,2025-12-05,319,28,0,4,0,0,0,0,1067,0.039,0.25,0.495,Детские,Gold,1,push,1,1,0,0.161,0.072,0.034,вечер,Web,1,0,9,0.843,0,14,1,6,0.687,промо,18,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,31,0,0,Детские,,0,0,none,winback
u001110,2025-11-21,2025-11,2025-12-18,42,15,3,5,0,0,0,0,2600,0.175,0.146,0.309,Красота,,0,inapp,0,0,1,0.016,0.005,0.114,день,Android,1,1,2,0.718,0,6,5,8,0.738,промо,33,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,41,3,0,Красота,19.0,0,3105,none,apology_help
u001111,2025-11-29,2025-11,2025-11-27,34,36,2,0,0,0,0,0,1148,0.016,0.397,0.5,Авто,,0,email,1,0,0,0.1,0.028,0.0,утро,Android,2,0,6,0.98,0,11,1,5,0.662,upsell,28,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,8,0,0,0,Авто,,0,0,browse_no_cart,winback
u001112,2025-06-23,2025-06,2025-11-25,193,38,2,0,1,0,0,0,1417,0.027,0.205,0.361,Продукты,,0,sms,1,1,0,0.0,0.02,0.022,вечер,Android,1,1,6,0.997,0,5,5,4,0.655,реактивация,11,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,7,0,0,0,Продукты,,1,341,abandoned_cart,cart_recovery
u001113,2025-05-11,2025-05,2025-11-22,236,41,0,3,0,0,0,0,1538,0.292,0.3,0.325,Детские,Gold,0,push,1,0,1,0.214,0.0,0.026,день,Web,2,0,8,0.969,0,3,1,2,0.444,промо,19,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,1,1,Одежда,10.0,0,1800,none,winback
u001114,2025-04-06,2025-04,2025-10-17,271,77,0,7,1,1,3,7731,2549,0.071,0.172,0.252,Путешествия,,0,push,1,1,0,0.102,0.067,0.0,утро,iOS,1,1,5,1.0,7731,9,2,4,0.612,удержание,9,0,VIP,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,19,1,0,Дом,3.0,1,636,abandoned_cart,cart_recovery
u001115,2025-04-26,2025-04,2025-12-30,251,3,0,6,1,0,0,0,6090,0.023,0.444,0.451,Дом,Platinum,0,push,1,1,0,0.331,0.245,0.091,утро,iOS,1,0,6,0.6,0,7,3,4,0.433,upsell,37,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,1,36,1,0,Дом,8.0,0,2741,none,content_reco
u001116,2025-09-01,2025-09,2025-12-24,123,9,2,6,1,1,2,3294,1439,0.01,0.368,0.553,Одежда,,0,push,0,0,1,0.016,0.035,0.078,день,Android,2,0,6,0.47,3294,8,3,3,0.643,удержание,5,0,High,Active_Buyer,Price_Sensitive,VIP_Retention_Upsell,inapp,upsell,6,26,1,0,Одежда,2.0,0,864,none,personalized_upsell
u001117,2025-10-20,2025-10,2025-11-22,74,41,2,4,0,1,1,3809,3480,0.005,0.284,0.362,Финансы,,0,push,0,1,1,0.032,0.127,0.039,утро,Android,1,0,10,0.772,3809,3,4,3,0.533,промо,24,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,email,реактивация,11,0,1,0,Дом,6.0,0,4111,none,winback
u001118,2025-10-10,2025-10,2025-12-20,84,13,0,5,0,1,3,3719,1217,0.198,0.53,0.581,Авто,Silver,0,email,1,0,0,0.309,0.023,0.046,день,Web,2,1,3,0.521,3719,4,3,7,0.531,сервис/поддержка,28,0,High,Active_Buyer,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,34,0,0,Авто,,0,0,none,apology_help
u001119,2025-10-27,2025-10,2025-12-09,67,24,2,3,1,0,0,0,1569,0.184,0.326,0.442,Путешествия,,0,email,1,0,0,0.091,0.0,0.0,вечер,Web,2,2,4,0.827,0,11,2,0,0.61,удержание,44,0,High,Active_NonBuyer,Not_Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,29,0,0,Путешествия,,0,0,none,apology_help
u001120,2025-10-11,2025-10,2025-12-07,83,26,0,5,1,0,0,0,4113,0.115,0.499,0.612,Путешествия,Silver,0,push,1,0,1,0.332,0.009,0.0,вечер,Web,2,0,4,0.809,0,7,3,5,0.544,удержание,2,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,inapp,сервис/поддержка,0,23,0,0,Путешествия,,1,2124,abandoned_cart,cart_recovery
u001121,2025-03-11,2025-03,2025-10-07,297,87,4,6,1,0,0,0,3382,0.109,0.584,0.795,Красота,Silver,1,inapp,1,0,0,0.106,0.038,0.057,ночь,Android,3,0,7,1.0,0,6,1,4,0.556,upsell,39,0,High,Dormant,Promo_Hunter,Reactivation,push,реактивация,13,8,1,2,Красота,3.0,1,1923,abandoned_cart,cart_recovery
u001122,2025-05-29,2025-05,2025-12-26,218,7,4,2,1,0,0,0,1593,0.091,0.599,0.667,Авто,,0,push,1,1,0,0.221,0.118,0.022,утро,Android,2,0,4,0.703,0,6,3,2,0.478,промо,31,0,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,26,29,1,0,Авто,24.0,0,974,none,apology_help
u001123,2025-01-12,2025-01,2025-10-26,355,68,0,8,0,0,0,0,1432,0.068,0.594,0.646,Путешествия,Gold,0,push,1,1,0,0.129,0.187,0.019,ночь,Android,3,1,6,1.0,0,9,1,1,0.487,реактивация,13,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Путешествия,,0,0,none,winback
u001124,2025-09-12,2025-09,2025-12-19,112,14,0,5,0,0,0,0,2586,0.144,0.563,0.726,Детские,,0,push,1,1,0,0.245,0.108,0.049,день,iOS,3,2,3,0.709,0,5,4,2,0.472,промо,65,1,High,Active_NonBuyer,Price_Sensitive,Service_Recovery,email,сервис/поддержка,3,25,0,0,Детские,,1,1212,abandoned_cart,cart_recovery
u001125,2025-11-27,2025-11,2025-12-23,36,10,0,3,0,0,0,0,1394,0.078,0.598,0.653,Продукты,,0,push,0,1,0,0.008,0.11,0.036,вечер,iOS,3,0,7,0.711,0,7,0,4,0.566,реактивация,7,0,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,email,активация,0,23,0,1,Путешествия,,0,0,none,content_reco
u001126,2025-12-27,2025-12,2025-12-29,6,4,2,8,1,1,2,2829,1535,0.179,0.429,0.438,Детские,Silver,0,push,1,1,0,0.39,0.329,0.104,день,Android,1,1,5,0.393,2829,6,3,2,0.326,upsell,14,0,High,Active_Buyer,Not_Price_Sensitive,VIP_Retention_Upsell,email,upsell,5,37,0,1,Детские,,0,0,none,personalized_upsell
u001127,2025-02-08,2025-02,2025-12-27,328,6,2,9,1,0,0,0,1602,0.035,0.377,0.295,Электроника,Gold,0,inapp,1,1,0,0.398,0.462,0.139,ночь,Android,1,1,8,0.572,0,3,1,6,0.253,реактивация,11,1,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,inapp,активация,9,35,1,1,Электроника,8.0,0,1537,none,content_reco
u001128,2025-05-15,2025-05,2025-05-20,232,227,0,2,0,0,0,0,1812,0.014,0.366,0.49,Дом,Platinum,0,email,1,0,1,0.1,0.02,0.0,день,Android,2,0,8,1.0,0,5,1,2,0.515,реактивация,14,0,High,Dormant,Not_Price_Sensitive,Reactivation,push,реактивация,0,0,0,0,Дом,,0,0,none,winback
u001129,2025-07-20,2025-07,2025-12-19,166,14,1,2,0,0,0,0,1450,0.064,0.52,0.581,Электроника,Gold,1,email,0,1,1,0.006,0.142,0.0,утро,iOS,2,0,9,0.762,0,8,2,4,0.604,промо,15,0,High,Active_NonBuyer,Price_Sensitive,Reactivation,email,реактивация,0,8,2,1,Электроника,13.0,0,1730,none,winback
u001130,2025-01-24,2025-01,2025-12-17,343,16,0,7,1,0,0,0,813,0.045,0.195,0.445,Дом,Silver,1,email,1,0,1,0.331,0.019,0.035,день,iOS,3,0,10,0.691,0,6,2,4,0.49,активация,22,0,High,Active_NonBuyer,Not_Price_Sensitive,Browse_to_Convert,push,активация,0,39,3,0,Дом,7.0,0,416,none,content_reco
u001131,2025-10-31,2025-10,2025-12-13,63,20,0,3,0,0,0,0,4692,0.118,0.383,0.458,Электроника,Silver,0,push,1,1,1,0.203,0.076,0.038,утро,Web,3,1,10,0.794,0,4,6,2,0.518,активация,10,0,High,Active_NonBuyer,Not_Price_Sensitive,Reactivation,push,реактивация,0,15,1,0,Электроника,6.0,1,2761,abandoned_cart,cart_recovery
u001132,2025-12-13,2025-12,2025-11-27,20,36,0,0,1,0,0,0,3139,0.199,0.27,0.297,Дом,Silver,0,email,1,1,0,0.136,0.137,0.018,день,iOS,1,0,6,0.98,0,6,5,6,0.604,промо,9,0,High,New_NoPurchase,Not_Price_Sensitive,Activation,push,активация,0,0,0,0,Дом,,0,0,none,onboarding_nudge
u001133,2025-10-30,2025-10,2025-12-11,64,22,0,7,0,0,0,0,1905,0.339,0.617,0.736,Одежда,Silver,0,sms,1,1,0,0.3,0.165,0.106,утро,Android,2,0,5,0.741,0,7,1,0,0.377,промо,23,2,High,Active_NonBuyer,Price_Sensitive,Browse_to_Convert,push,активация,0,39,1,1,Одежда,17.0,1,480,abandoned_cart,cart_recovery
u001134,2025-12-30,2025-12,2025-12-21,3,12,0,4,1,0,0,0,1331,0.037,0.465,0.553,Спорт,Platinum,1,email,0,0,0,0.025,0.004,0.069,день,iOS,2,0,6,0.71,0,4,2,4,0.585,активация,31,0,High,New_NoPurchase,Price_Sensitive,Activation,inapp,активация,0,34,1,0,Спорт,34.0,1,401,abandoned_cart,cart_recovery
u001135,2025-08-07,2025-08,2025-11-13,148,50,0,2,0,0,0,0,3872,0.089,0.458,0.608,Дом,,0,email,1,1,0,0.108,0.107,0.0,утро,Web,3,0,6,1.0,0,7,1,4,0.544,активация,22,0,High,Dormant,Price_Sensitive,Reactivation,push,реактивация,0,7,0,0,Дом,,0,0,none,winback
